iter	RMSE
368	0.101538672
369	0.1014694599
370	0.1013902578
371	0.1012986047
372	0.1012102809
373	0.1011392613
374	0.1010556605
375	0.1009711314
376	0.1008769881
377	0.1008081626
378	0.1007184261
379	0.1006379469
380	0.1005398727
381	0.100440832
382	0.1003347033
383	0.100265771
384	0.1001747271
385	0.1000828389
386	0.09999723314
387	0.09991122986
388	0.09981088667
389	0.09970607537
390	0.09961477993
391	0.09952797043
392	0.09942616282
393	0.09933955168
394	0.09925690523
395	0.0991888122
396	0.09913382734
397	0.09907967573
398	0.09898352014
399	0.09890223697
400	0.09884977956
401	0.09876671298
402	0.09867636082
403	0.09862192814
404	0.09854939698
405	0.09847532627
406	0.09840832474
407	0.09834774519
408	0.09826247813
409	0.09818242328
410	0.09811398992
411	0.09802575277
412	0.09793617766
413	0.0978561071
414	0.09779776816
415	0.09771976806
416	0.09766741931
417	0.09760182098
418	0.09751594727
419	0.0974259298
420	0.09735835726
421	0.0972999703
422	0.09721943298
423	0.09715598948
424	0.09710194016
425	0.09700631725
426	0.09693912271
427	0.09689092194
428	0.09681022588
429	0.09673879457
430	0.09667942563
431	0.09661190224
432	0.09653170491
433	0.09644501102
434	0.09634216152
435	0.09627937162
436	0.0962044558
437	0.09614714338
438	0.09605829491
439	0.09599423833
440	0.09589910459
441	0.09582830219
442	0.0957636273
443	0.09568471489
444	0.09560929078
445	0.09552126263
446	0.09542585728
447	0.09534572049
448	0.09526372519
449	0.09519457598
450	0.0951237391
451	0.09506982712
452	0.09501376373
453	0.09495154757
454	0.0948845267
455	0.09483225345
456	0.09477290553
457	0.09471945283
458	0.09464039181
459	0.09457942829
460	0.09451824323
461	0.09447068626
462	0.0944069329
463	0.09433174806
464	0.09427433098
465	0.094205724
466	0.09413805115
467	0.0940689131
468	0.09396180849
469	0.09388787134
470	0.09381820684
471	0.09375193247
472	0.09367354728
473	0.09361064493
474	0.09352215403
475	0.09343230795
476	0.09336778367
477	0.09332293963
478	0.0932746768
479	0.09318340089
480	0.09311924456
481	0.09306101021
482	0.09296696288
483	0.09288963082
484	0.09281363084
485	0.09275649726
486	0.09269500537
487	0.09259829067
488	0.09252045682
489	0.09246056299
490	0.09240313058
491	0.09233051634
492	0.09226336391
493	0.09218307209
494	0.09211561674
495	0.0920394373
496	0.09197780435
497	0.09192695807
498	0.09186711003
499	0.09180526258
500	0.09177075208
501	0.09166497558
502	0.09159619123
503	0.0915447159
504	0.09148883927
505	0.0914383464
506	0.09136494457
507	0.09129475777
508	0.09123945124
509	0.09119338989
510	0.09110440789
511	0.09103093353
512	0.09097692826
513	0.09090997554
514	0.09083919084
515	0.09075245624
516	0.09068803671
517	0.09062719519
518	0.09058121385
519	0.0905150265
520	0.0904511105
521	0.09040619694
522	0.09031993729
523	0.09026469728
524	0.09018388468
525	0.09012251064
526	0.09005748323
527	0.08999869265
528	0.08993557784
529	0.0898908845
530	0.08984393706
531	0.08974201163
532	0.08968705167
533	0.08959145221
534	0.0895392478
535	0.08947200344
536	0.08942729667
537	0.08937786111
538	0.08932643328
539	0.08927335917
540	0.08920227349
541	0.08913745945
542	0.08908264406
543	0.08902589758
544	0.08895988912
545	0.08887995047
546	0.08882258627
547	0.08871939591
548	0.08866739834
549	0.08860506931
550	0.08855356373
551	0.08847365513
552	0.0884177899
553	0.08836452044
554	0.08830130373
555	0.08823554856
556	0.08815495842
557	0.08810147251
558	0.08803244438
559	0.08796660103
560	0.08789278958
561	0.08783665457
562	0.0877956031
563	0.08775458929
564	0.08769968152
565	0.08765022424
566	0.08755274158
567	0.08748854785
568	0.08741859089
569	0.08737302458
570	0.08725544752
571	0.0871763369
572	0.08711980309
573	0.08705441783
574	0.08696788614
575	0.08690605866
576	0.08685784717
577	0.08680887909
578	0.08676997602
579	0.0866771245
580	0.08661700153
581	0.08656470645
582	0.08650465456
583	0.08640479344
584	0.08635899458
585	0.08630135108
586	0.08624130495
587	0.08614699821
588	0.08606981556
589	0.08601512633
590	0.0859370352
591	0.08587579
592	0.0858338128
593	0.08579032172
594	0.0857345674
595	0.08567836332
596	0.08557944017
597	0.08554357775
598	0.08550897604
599	0.0854633263
600	0.08541452003
601	0.08537093814
602	0.08529509451
603	0.08521184078
604	0.08515836595
605	0.08508560646
606	0.08501075985
607	0.08494051697
608	0.08485333477
609	0.08475671364
610	0.08471969858
611	0.08465569554
612	0.0846157529
613	0.08455583032
614	0.084513143
615	0.08446705115
616	0.08439506514
617	0.08434587029
618	0.08426681159
619	0.08420627029
620	0.08415444685
621	0.08409688298
622	0.08401091957
623	0.08394318369
624	0.08390743185
625	0.0838406364
626	0.08376117354
627	0.0837022043
628	0.08364823845
629	0.08361494509
630	0.08353585908
631	0.08348727881
632	0.0834266223
633	0.08335698171
634	0.08329236177
635	0.08323137182
636	0.08316231832
637	0.08309539778
638	0.0830136399
639	0.08296033857
640	0.08289994436
641	0.08284385324
642	0.08281138396
643	0.0827236538
644	0.08267435794
645	0.08263248776
646	0.08254755893
647	0.08247800792
648	0.08243767202
649	0.08235833239
650	0.08230268273
651	0.08225136388
652	0.08220271439
653	0.08217144668
654	0.08210727162
655	0.08205460211
656	0.08200768895
657	0.08194231872
658	0.08188056401
659	0.08185225162
660	0.08174741446
661	0.08170319339
662	0.0816227926
663	0.08155090655
664	0.08149556163
665	0.08142556046
666	0.08137339174
667	0.0813040113
668	0.08125582409
669	0.08116340381
670	0.08111702674
671	0.08104750989
672	0.08100448266
673	0.08095330321
674	0.08089527307
675	0.08082720356
676	0.08079473765
677	0.08076028259
678	0.08072197345
679	0.08067686255
680	0.08063167804
681	0.08057605224
682	0.08051170558
683	0.08046926176
684	0.080418504
685	0.08038151335
686	0.08032681779
687	0.08027401056
688	0.08024427252
689	0.08016399366
690	0.08012036504
691	0.08007069618
692	0.08001921812
693	0.07997716459
694	0.07993638221
695	0.07987242282
696	0.07980787968
697	0.07973976747
698	0.07969268482
699	0.07960427409
700	0.07955783418
701	0.07951579063
702	0.07947773805
703	0.07939841265
704	0.07935201088
705	0.07929254856
706	0.07923988484
707	0.07918335383
708	0.07914740167
709	0.07909779637
710	0.07903728851
711	0.07900412556
712	0.07893933031
713	0.07888780586
714	0.07883823668
715	0.07880134563
716	0.07873640409
717	0.07867542991
718	0.07862316503
719	0.07858442292
720	0.07855209218
721	0.07852341545
722	0.07846646178
723	0.07842621953
724	0.07834281832
725	0.07828460016
726	0.07823640257
727	0.07819030025
728	0.0781449651
729	0.07807302569
730	0.078027805
731	0.07797304995
732	0.07789579001
733	0.07784662038
734	0.07779577495
735	0.07773554733
736	0.07767942475
737	0.07763842083
738	0.07758992025
739	0.07755581634
740	0.07748909559
741	0.0774580458
742	0.07741783176
743	0.0773904609
744	0.07735418193
745	0.07729983616
746	0.07723243098
747	0.07721233439
748	0.07717249361
749	0.077095482
750	0.07704174363
751	0.07699241625
752	0.07691836602
753	0.07685496581
754	0.07682139959
755	0.07677589805
756	0.07670047254
757	0.07665806309
758	0.07660504227
759	0.07656105596
760	0.07650229459
761	0.07642249303
762	0.07637491649
763	0.07633293947
764	0.07628922199
765	0.0762408535
766	0.07617003954
767	0.07614721358
768	0.07609976461
769	0.07602783813
770	0.07600120018
771	0.07594780355
772	0.07588212605
773	0.0758437794
774	0.07581053021
775	0.07576680994
776	0.07572307259
777	0.07569264166
778	0.07565175112
779	0.07561609806
780	0.07558615368
781	0.07551971945
782	0.07547112405
783	0.07542275384
784	0.07538251673
785	0.07535208368
786	0.07530793349
787	0.07526396333
788	0.07519644178
789	0.07516354011
790	0.07512601346
791	0.07506058204
792	0.07500110018
793	0.07494420567
794	0.07488855345
795	0.07485708323
796	0.07481444355
797	0.07471669095
798	0.07467864165
799	0.07465352559
800	0.07461182381
801	0.07457325391
802	0.07453110454
803	0.07449543475
804	0.0744664393
805	0.07442946108
806	0.0743857053
807	0.0743487647
808	0.07432117083
809	0.07428093985
810	0.0742430997
811	0.07419935772
812	0.07416932643
813	0.07411252417
814	0.07407907332
815	0.07403277256
816	0.0739908273
817	0.07395101861
818	0.07390343047
819	0.07384952744
820	0.07381188716
821	0.07379447048
822	0.07375510637
823	0.07372504849
824	0.07368372659
825	0.07363863834
826	0.07361710826
827	0.07357101762
828	0.0735395862
829	0.07347248077
830	0.07342426187
831	0.07338537165
832	0.0733542198
833	0.0733231396
834	0.07326071577
835	0.07322948396
836	0.07319754281
837	0.07311807751
838	0.0730607987
839	0.07300020712
840	0.07295594159
841	0.0729368845
842	0.07289763812
843	0.07285517559
844	0.07280968313
845	0.07277787638
846	0.07271679255
847	0.07267746278
848	0.07264308769
849	0.07260695195
850	0.07256105746
851	0.07249870978
852	0.07245811155
853	0.07240522122
854	0.07236150954
855	0.07231646099
856	0.07228873096
857	0.07224748346
858	0.07221582922
859	0.07217298461
860	0.07211856757
861	0.07207328659
862	0.07203462582
863	0.07199105098
864	0.0719649323
865	0.07189119763
866	0.07182996167
867	0.07178920348
868	0.07172405037
869	0.07169110128
870	0.07165244331
871	0.071609498
872	0.07156842531
873	0.07152826485
874	0.0714775809
875	0.07145452765
876	0.07140807933
877	0.07137102159
878	0.07133788294
879	0.07130883063
880	0.07127825165
881	0.07122270006
882	0.07119880621
883	0.07115562441
884	0.07111586489
885	0.07107974207
886	0.0710380433
887	0.07101157888
888	0.07093767995
889	0.07090665477
890	0.07086832361
891	0.07082323593
892	0.07078832627
893	0.07076429772
894	0.07074990709
895	0.07072621025
896	0.0706732
897	0.07064437352
898	0.07060891616
899	0.07058232364
900	0.07053846157
901	0.07048998149
902	0.07046273131
903	0.07041075348
904	0.07036536082
905	0.07034942267
906	0.07028325682
907	0.07024727898
908	0.07020128322
909	0.0701592189
910	0.07007905305
911	0.07002582013
912	0.06999361838
913	0.06996846479
914	0.06991967905
915	0.06987663054
916	0.06984195753
917	0.0698115171
918	0.06977147751
919	0.06971849072
920	0.06967974074
921	0.06963625509
922	0.06959824425
923	0.06956533281
924	0.06953310358
925	0.06949848614
926	0.06942067082
927	0.06937254176
928	0.06934350083
929	0.06930020182
930	0.06924336893
931	0.06920638657
932	0.06917643743
933	0.0691430224
934	0.06910810814
935	0.06906150525
936	0.06903425699
937	0.06899744149
938	0.06897013995
939	0.06892722343
940	0.06889955574
941	0.06887159367
942	0.06884280322
943	0.06880058477
944	0.06877333466
945	0.06873879995
946	0.06869845388
947	0.06867294103
948	0.0686429122
949	0.06861111766
950	0.06857728755
951	0.0685294626
952	0.0684786588
953	0.06843629893
954	0.06837485123
955	0.06834861634
956	0.06830737039
957	0.06827252177
958	0.06821589999
959	0.06817929555
960	0.06814332134
961	0.06810802298
962	0.06806723232
963	0.06800489542
964	0.06796105339
965	0.06793799188
966	0.06789930061
967	0.06785997787
968	0.06779473149
969	0.06775467414
970	0.06772349651
971	0.06766531599
972	0.06761987787
973	0.06759085222
974	0.06753322057
975	0.06749590458
976	0.06744708258
977	0.06741668705
978	0.0673904281
979	0.06735472367
980	0.0673320981
981	0.06728917369
982	0.06725832502
983	0.06722877313
984	0.06719935071
985	0.06712660978
986	0.06710015769
987	0.06705366847
988	0.0669956285
989	0.06696462663
990	0.06692272682
991	0.06689731357
992	0.0668437183
993	0.06680891726
994	0.06677112809
995	0.06674486874
996	0.06668154381
997	0.0666168776
998	0.06655900441
999	0.06652745293
1000	0.06649849585
1001	0.06645409137
1002	0.06642134959
1003	0.06639577872
1004	0.06636514884
1005	0.06633731796
1006	0.06631325927
1007	0.06629788985
1008	0.06626509231
1009	0.06624743594
1010	0.06620372836
1011	0.06616321475
1012	0.0661361649
1013	0.06609389634
1014	0.06607024407
1015	0.06604834286
1016	0.06600880807
1017	0.06597588226
1018	0.065925249
1019	0.06588290697
1020	0.06582982239
1021	0.06577672676
1022	0.06574685438
1023	0.06572430172
1024	0.06568544659
1025	0.0656667207
1026	0.06563277124
1027	0.06560454883
1028	0.06555508661
1029	0.06550758844
1030	0.06547174158
1031	0.06544358869
1032	0.0654152219
1033	0.06538164627
1034	0.06535211156
1035	0.06534155428
1036	0.06530543888
1037	0.06527491806
1038	0.06523742692
1039	0.06518033687
1040	0.06514800074
1041	0.06509275274
1042	0.06505535393
1043	0.06502464517
1044	0.06499040934
1045	0.06493071391
1046	0.06490772397
1047	0.06484470101
1048	0.06479905559
1049	0.06475612706
1050	0.06472204128
1051	0.06465635678
1052	0.06461697897
1053	0.06459120554
1054	0.06456516958
1055	0.06453920868
1056	0.06451455439
1057	0.06450442717
1058	0.06449181962
1059	0.06445183907
1060	0.0644281371
1061	0.06439552717
1062	0.06435907189
1063	0.06432541107
1064	0.06430011476
1065	0.06428222865
1066	0.06426609604
1067	0.06424520402
1068	0.06422456951
1069	0.06419433736
1070	0.06416993008
1071	0.06414633625
1072	0.06412224832
1073	0.06406137983
1074	0.06404171085
1075	0.06400583073
1076	0.06397863087
1077	0.06395347064
1078	0.06390220463
1079	0.06385374384
1080	0.06383169758
1081	0.06380751619
1082	0.06377106451
1083	0.06373919746
1084	0.06371771835
1085	0.06369596061
1086	0.06367897476
1087	0.06363978451
1088	0.06360330448
1089	0.06355415137
1090	0.06351252615
1091	0.06348468707
1092	0.06345104943
1093	0.06341906339
1094	0.06339613986
1095	0.06336066412
1096	0.06332184523
1097	0.06329552725
1098	0.06327077829
1099	0.06324388681
1100	0.0632278783
1101	0.06321175449
1102	0.06318049003
1103	0.06315693855
1104	0.06312914614
1105	0.06309357789
1106	0.0630604835
1107	0.06301176967
1108	0.06298351568
1109	0.06295801248
1110	0.06292979374
1111	0.06288110447
1112	0.06284807317
1113	0.06282166413
1114	0.0627901482
1115	0.06274349159
1116	0.06271009727
1117	0.0626922551
1118	0.06267217947
1119	0.06263953474
1120	0.06260618059
1121	0.06257763847
1122	0.06254843886
1123	0.06251141298
1124	0.06248665464
1125	0.06246660476
1126	0.06242631125
1127	0.06241170572
1128	0.06237941291
1129	0.06235125078
1130	0.06231741835
1131	0.06227608585
1132	0.06225136044
1133	0.06221838686
1134	0.06217427247
1135	0.06216089936
1136	0.06213012543
1137	0.06211400559
1138	0.06208199961
1139	0.06204727923
1140	0.06202172474
1141	0.06198504828
1142	0.06194581481
1143	0.06189143756
1144	0.06186967776
1145	0.06183734112
1146	0.06180074394
1147	0.06177664701
1148	0.06173968727
1149	0.061691236
1150	0.0616577577
1151	0.06161774803
1152	0.06159474793
1153	0.06156908171
1154	0.06154463198
1155	0.06151976842
1156	0.06150142663
1157	0.0614474902
1158	0.06140189159
1159	0.06135990676
1160	0.0613374965
1161	0.06131207102
1162	0.06127893023
1163	0.0612481266
1164	0.06120505776
1165	0.06118273657
1166	0.06115212681
1167	0.06113221272
1168	0.06109080767
1169	0.06106418128
1170	0.06103558339
1171	0.06100864993
1172	0.06097498171
1173	0.06093247502
1174	0.06090666887
1175	0.06088167897
1176	0.06086271182
1177	0.06084169084
1178	0.06079195942
1179	0.06075310756
1180	0.06073089566
1181	0.06070877184
1182	0.06067294257
1183	0.06063735122
1184	0.06060295614
1185	0.06057667969
1186	0.06056354922
1187	0.06053725442
1188	0.06049203128
1189	0.060464872
1190	0.06042614041
1191	0.06040069631
1192	0.06037941532
1193	0.06035399491
1194	0.06032658132
1195	0.06028834866
1196	0.06024853459
1197	0.06022473146
1198	0.06018062473
1199	0.06015244707
1200	0.06012512113
1201	0.06011517764
1202	0.06009500104
1203	0.06007409717
1204	0.06005561263
1205	0.06002260312
1206	0.05998698678
1207	0.05995256268
1208	0.05992741303
1209	0.05991790083
1210	0.05989174444
1211	0.05987407078
1212	0.0598395164
1213	0.05981500682
1214	0.05977460163
1215	0.05973807322
1216	0.05970610355
1217	0.05968037208
1218	0.05966037088
1219	0.05963406676
1220	0.05959749007
1221	0.05954991599
1222	0.05951215749
1223	0.05948533044
1224	0.05945750388
1225	0.05942218813
1226	0.05939214817
1227	0.05935295281
1228	0.05933305076
1229	0.05928762729
1230	0.05926799919
1231	0.05922459677
1232	0.05918231683
1233	0.05916116439
1234	0.05913242735
1235	0.05910639469
1236	0.05906804124
1237	0.05904408693
1238	0.0590134395
1239	0.05896819986
1240	0.05893011117
1241	0.05889645156
1242	0.05888084564
1243	0.05883576993
1244	0.05881810587
1245	0.05878739053
1246	0.05874615089
1247	0.05872096792
1248	0.05868887985
1249	0.05865086955
1250	0.05861932793
1251	0.05859506624
1252	0.05858043109
1253	0.05855065878
1254	0.05852408863
1255	0.05850366451
1256	0.05847563687
1257	0.05845171432
1258	0.05841859122
1259	0.05837667929
1260	0.05834269845
1261	0.05831247885
1262	0.05829446384
1263	0.05825175788
1264	0.05821247347
1265	0.05818370633
1266	0.05816100027
1267	0.05814857569
1268	0.05812497631
1269	0.05810472708
1270	0.05808333586
1271	0.05805574884
1272	0.05801776752
1273	0.0579897542
1274	0.05795413663
1275	0.05792696593
1276	0.05789148775
1277	0.05787477137
1278	0.05783524592
1279	0.05779537983
1280	0.05776370748
1281	0.05773313195
1282	0.05769896318
1283	0.05767343181
1284	0.05765705247
1285	0.05762387757
1286	0.05759522669
1287	0.05756419522
1288	0.05753693082
1289	0.05751773468
1290	0.0574839601
1291	0.05745901104
1292	0.05743387134
1293	0.0573978025
1294	0.05736988906
1295	0.05734351886
1296	0.05731615913
1297	0.05729391728
1298	0.05725509015
1299	0.05722979426
1300	0.05718534408
1301	0.05714306952
1302	0.05712382633
1303	0.05709778691
1304	0.05707815559
1305	0.05704114891
1306	0.05701686417
1307	0.05698934222
1308	0.05696466639
1309	0.05692631402
1310	0.05690493904
1311	0.05687427595
1312	0.05684444719
